Index,Physical Manufacturer,License PM
213,"SYNTHES PRODUKTIONS GMBH, SOLOTHURNSTRASSE 186, 2540 GRENCHEN, SWITZERLAND","Im Bifang 6,4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | 1303 Goshen Parkway, West Chester, PA 19380, USA | Muracherstrasse 3,2544 Bettlach, Switzerland | 35 Airport Road, Horseheads, NY 14845, USA | Eimattstrasse 3,4436 Oberdorf, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | 1051 Synthes Avenue, Monument, CO 80132, USA | Karolingerstrasse 16, 5020 Salzburg, Austria | Bohnackerweg 5, 2545 Selzach, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Unter Hasslen 5 78532 Tuttlingen, Germany | 1101 Synthes Ave. Monument, CO 80132 USA"
214,"SYNTHES PRODUKTIONS GMBH, EIMATTSTRASSE 3, 4436 OBERDORF, SWITZERLAND","Im Bifang 6,4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | 1303 Goshen Parkway, West Chester, PA 19380, USA | Muracherstrasse 3,2544 Bettlach, Switzerland | 35 Airport Road, Horseheads, NY 14845, USA | Eimattstrasse 3,4436 Oberdorf, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | 1051 Synthes Avenue, Monument, CO 80132, USA | Karolingerstrasse 16, 5020 Salzburg, Austria | Bohnackerweg 5, 2545 Selzach, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Unter Hasslen 5 78532 Tuttlingen, Germany | 1101 Synthes Ave. Monument, CO 80132 USA"
215,"SYNTHES PRODUKTIONS GMBH, VIA CAVAZZ 5, 6805 MEZZOVICO, SWITZERLAND","Im Bifang 6,4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | 1303 Goshen Parkway, West Chester, PA 19380, USA | Muracherstrasse 3,2544 Bettlach, Switzerland | 35 Airport Road, Horseheads, NY 14845, USA | Eimattstrasse 3,4436 Oberdorf, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | 1051 Synthes Avenue, Monument, CO 80132, USA | Karolingerstrasse 16, 5020 Salzburg, Austria | Bohnackerweg 5, 2545 Selzach, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Unter Hasslen 5 78532 Tuttlingen, Germany | 1101 Synthes Ave. Monument, CO 80132 USA"
216,"SYNTHES USA PRODUCTS LLC, 1303 GOSHEN PKWY, WEST CHESTER, PA 19380, USA","Im Bifang 6,4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | 1303 Goshen Parkway, West Chester, PA 19380, USA | Muracherstrasse 3,2544 Bettlach, Switzerland | 35 Airport Road, Horseheads, NY 14845, USA | Eimattstrasse 3,4436 Oberdorf, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | 1051 Synthes Avenue, Monument, CO 80132, USA | Karolingerstrasse 16, 5020 Salzburg, Austria | Bohnackerweg 5, 2545 Selzach, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Unter Hasslen 5 78532 Tuttlingen, Germany | 1101 Synthes Ave. Monument, CO 80132 USA"
217,"SYNTHES ÖSTERREICH GMBH, KAROLINGERSTRASSE 16, 5020 SALZBURG, AUSTRIA","Im Bifang 6,4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | 1303 Goshen Parkway, West Chester, PA 19380, USA | Muracherstrasse 3,2544 Bettlach, Switzerland | 35 Airport Road, Horseheads, NY 14845, USA | Eimattstrasse 3,4436 Oberdorf, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | 1051 Synthes Avenue, Monument, CO 80132, USA | Karolingerstrasse 16, 5020 Salzburg, Austria | Bohnackerweg 5, 2545 Selzach, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Unter Hasslen 5 78532 Tuttlingen, Germany | 1101 Synthes Ave. Monument, CO 80132 USA"
218,"PARAGON MEDICAL INC., 125 WEST 1000 SOUTH, SMITHFIELD, UT 84335, USA",125 W 1000 South Smithfield Utah 84335 USA | 8 Matchett Industrial Park Drive Pierceton Indiana 46562 USA | 2221 Washington Street Grafton Wisconsin 53024 USA
219,"PARAGON MEDICAL, INC., 8 MATCHETT INDUSTRIAL PARK DR., PIERCETON, IN 46562, USA",125 W 1000 South Smithfield Utah 84335 USA | 8 Matchett Industrial Park Drive Pierceton Indiana 46562 USA | 2221 Washington Street Grafton Wisconsin 53024 USA
220,"GAUTHIER BIOMEDICAL, INC., 2221 WASHINGTON STREET GRAFTON, WI 53024, USA",125 W 1000 South Smithfield Utah 84335 USA | 8 Matchett Industrial Park Drive Pierceton Indiana 46562 USA | 2221 Washington Street Grafton Wisconsin 53024 USA
221,"MEDOS SARL, CHEMIN BLANC 38, 2400 LE LOCLE, SWITZERLAND","50 Scotland Blvd, Bridgewater Massachusetts, 02324 USA"
222,INFORMATION NOT AVAILABLE,"50 Scotland Blvd, Bridgewater Massachusetts, 02324 USA"
223,"SYMMETRY MEDICAL MANUFACTURING, 486 W 350 N, WARSAW, IN 46582, USA","50 Scotland Blvd, Bridgewater Massachusetts, 02324 USA"
224,"SYNTHES GMBH, BOHNACKERWEG 5, 2545 SELZACH, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
225,"SYNTHES GMBH, INDUSTRIESTRASSE 28, 2545 SELZACH, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
226,"SYNTHES USA LLC, 1051 SYNTHES AVENUE, MONUMENT, CO 80132, USA","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
227,"SYNTHES GMBH, IM KIRCHENHÜRSTLE 4-6, 79224 UMKIRCH BEI FREIBURG, GERMANY","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
228,"SYNTHES PRODUKTIONS GMBH, EIMATTSTRASSE 3, 4436 OBERDORF, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
229,"SYNTHES PRODUKTIONS GMBH, MURACHERSTRASSE 3, 2544 BETTLACH, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
230,"SYNTHES PRODUKTIONS GMBH, IM BIFANG 6, 4614 HÄGENDORF, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
231,"SYNTHES PRODUKTIONS GMBH, VIA CAVAZZ 5, 6805 MEZZOVICO, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
232,"SYNTHES PRODUKTIONS GMBH, DORNACHERSTRASSE 20, 4710 BALSTHAL, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
233,"SYNTHES ÖSTERREICH GMBH, KAROLINGERSTRASSE 16, 5020 SALZBURG, AUSTRIA","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
234,"SYNTHES PRODUKTIONS GMBH, KANALSTRASSE WEST 30, 3942 RARON, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
235,"SYNTHES USA PRODUCTS LLC, 1303 GOSHEN PKWY, WEST CHESTER, PA 19380, USA","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
236,INFORMATION NOT AVAILABLE,"1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
237,"SYNTHES PRODUKTIONS GMBH, SOLOTHURNSTRASSE 186, 2540 GRENCHEN, SWITZERLAND","1051 Synthes Avenue, Monument, CO 80132, USA | 35 Airport Road, Horseheads, NY 14845, USA | 1303 Goshen Parkway, West Chester, PA 19380, USA | Im Bifang 6,4614 Hägendorf, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Muracherstrasse 3,2544 Bettlach, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Im Kirchenhürstle 4-6, 79224 Umkirch b.Freiburg, Germany | Karolingerstrasse 16, 5020 Salzburg, Austria | Eimattstrasse 3,4436 Oberdorf, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | 325 Paramount Drive, Raynham, MA 02767, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | Unter Hasslen 5, 78532 Tuttlingen, Germany"
238,INFORMATION NOT AVAILABLE,"700 Orthopaedic Drive, Warsaw, Indiana 46582, U.S.A."
239,"SYNTHES PRODUKTIONS GMBH, EIMATTSTRASSE 3, 4436 OBERDORF, SWITZERLAND","Eimattstrasse 3, 4436 Oberdorf, Switzerland"
240,"SYNTHES PRODUKTIONS GMBH, DORNACHERSTRASSE 20, 4710 BALSTHAL, SWITZERLAND","Eimattstrasse 3, 4436 Oberdorf, Switzerland | Muracherstrasse 3, 2544 Bettlach, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Im Bifang 6, 4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Karolingerstrasse 16, 5020 Salzburg, Austria | Im Kirchenhürstle 4-6, 79224 Umkirch b. Freiburg, Germany | 1303 Goshen Parkway, West Chester, PA 19380, USA | 325 Paramount Drive, Raynham, MA 02767, USA | 1051 Synthes Avenue, Monument, CO 80132, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | 1713 Jetstream Dr, Colorado Springs, CO 80921, USA | 35 Airport Road, Horseheads, NY 14845, USA"
241,"SYNTHES PRODUKTIONS GMBH, MURACHERSTRASSE 3, 2544 BETTLACH, SWITZERLAND","Eimattstrasse 3, 4436 Oberdorf, Switzerland | Muracherstrasse 3, 2544 Bettlach, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Im Bifang 6, 4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Karolingerstrasse 16, 5020 Salzburg, Austria | Im Kirchenhürstle 4-6, 79224 Umkirch b. Freiburg, Germany | 1303 Goshen Parkway, West Chester, PA 19380, USA | 325 Paramount Drive, Raynham, MA 02767, USA | 1051 Synthes Avenue, Monument, CO 80132, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | 1713 Jetstream Dr, Colorado Springs, CO 80921, USA | 35 Airport Road, Horseheads, NY 14845, USA"
242,INFORMATION NOT AVAILABLE,"Eimattstrasse 3, 4436 Oberdorf, Switzerland | Muracherstrasse 3, 2544 Bettlach, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Im Bifang 6, 4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Karolingerstrasse 16, 5020 Salzburg, Austria | Im Kirchenhürstle 4-6, 79224 Umkirch b. Freiburg, Germany | 1303 Goshen Parkway, West Chester, PA 19380, USA | 325 Paramount Drive, Raynham, MA 02767, USA | 1051 Synthes Avenue, Monument, CO 80132, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | 1713 Jetstream Dr, Colorado Springs, CO 80921, USA | 35 Airport Road, Horseheads, NY 14845, USA"
243,"SYNTHES USA, LLC, 35 AIRPORT RD., HORSEHEADS, NY 14845, USA","Eimattstrasse 3, 4436 Oberdorf, Switzerland | Muracherstrasse 3, 2544 Bettlach, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Im Bifang 6, 4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Karolingerstrasse 16, 5020 Salzburg, Austria | Im Kirchenhürstle 4-6, 79224 Umkirch b. Freiburg, Germany | 1303 Goshen Parkway, West Chester, PA 19380, USA | 325 Paramount Drive, Raynham, MA 02767, USA | 1051 Synthes Avenue, Monument, CO 80132, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | 1713 Jetstream Dr, Colorado Springs, CO 80921, USA | 35 Airport Road, Horseheads, NY 14845, USA"
244,"SYNTHES GMBH, BOHNACKERWEG 5, 2545 SELZACH, SWITZERLAND","Eimattstrasse 3, 4436 Oberdorf, Switzerland | Muracherstrasse 3, 2544 Bettlach, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Im Bifang 6, 4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Karolingerstrasse 16, 5020 Salzburg, Austria | Im Kirchenhürstle 4-6, 79224 Umkirch b. Freiburg, Germany | 1303 Goshen Parkway, West Chester, PA 19380, USA | 325 Paramount Drive, Raynham, MA 02767, USA | 1051 Synthes Avenue, Monument, CO 80132, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | 1713 Jetstream Dr, Colorado Springs, CO 80921, USA | 35 Airport Road, Horseheads, NY 14845, USA"
245,"SYNTHES PRODUKTIONS GMBH, IM BIFANG 6, 4614 HÄGENDORF, SWITZERLAND","Eimattstrasse 3, 4436 Oberdorf, Switzerland | Muracherstrasse 3, 2544 Bettlach, Switzerland | Solothurnstrasse 186, 2540 Grenchen, Switzerland | Bohnackerweg 5, 2545 Selzach, Switzerland | Industriestrasse 28, 2545 Selzach, Switzerland | Via Cavazz 5, 6805 Mezzovico, Switzerland | Kanalstrasse West 30, 3942 Raron, Switzerland | Im Bifang 6, 4614 Hägendorf, Switzerland | Dornacherstrasse 20, 4710 Balsthal, Switzerland | Karolingerstrasse 16, 5020 Salzburg, Austria | Im Kirchenhürstle 4-6, 79224 Umkirch b. Freiburg, Germany | 1303 Goshen Parkway, West Chester, PA 19380, USA | 325 Paramount Drive, Raynham, MA 02767, USA | 1051 Synthes Avenue, Monument, CO 80132, USA | 1101 Synthes Avenue, Monument, CO 80132, USA | 1713 Jetstream Dr, Colorado Springs, CO 80921, USA | 35 Airport Road, Horseheads, NY 14845, USA"
